Smiles,Score
c1ccn(-c2cc3nc(-c4cnco4)ccn3n2)c1,7.073744297
C=C1C=CC(c2cc(NC(=O)Nc3ccccc3)cc(-c3ccc4nc[nH]c(=O)c4c3)c2)=N1,0
O=C(N[SH](=O)=O)c1c(-c2ccc3occc3c2)ccc2cc[nH]c12,0
[NH3+]C1C=C(c2ncc[nH]2)C(=O)N1,0
O=C1c2ccccc2C(=O)N1c1ccc2c(c1)C(Cl)CNC2,6.574101448
O=CC1=CC(=O)NC1=Cc1ncnc2[nH]ccc12,0
C=C1CCCCC1c1n[nH]c(P(O)(O)=S)n1,0
c1ncn(C23CCCCC2C2CCC4C(CCC4C45CCCCC4CCC4C6CCCC6CCC45)C2CC3)n1,0
O=c1[nH]cnc2c1NC1C=CC(c3cnc4c(N5CCC5)ncnc4n3)OC1N2,0
C=C1CCCCC1=Cc1cccc2c(C3C=CC(=O)N3)csc12,5.277963638
O=C1CCCCC1C1CCCCC1=CC(F)F,7.537157774
c1ncc2c(C3CC3C3CCCOC3)c[nH]c2n1,6.280097961
C=c1cc2n3c1=Cc1ccc4n1[Fe]31n3c(cc(=C)c3=C2)C=c2c(-c3c(C5c6ccccc6C(=O)C6=CC7C(=O)C=CCC7CC65)[nH]c5ncncc35)cc(n21)=C4,0
O=C1CCC2(O1)C1=Cc3ccc4n3[Fe]35N1C(=Cc1ccc(n13)C=c1ccc(n15)=C4)C2c1cccc(=O)n1-c1nc(=O)c2nccnc2[nH]1,0
BrCc1cc2cc(c1)Cc1cccc(c1)Cc1cccc(c1)Cc1cccc(c1)Cc1cc(cc(C3CCCc4ccccc43)c1)Cc1cccc(c1)Cc1cccc(c1)Cc1cccc(c1)C2,0
O=C1C=C(F)C(C2COC3CO[PH](=O)OC4CCOC4CO[PH](=O)OC32)N1,0
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1(C2=CC4Nc5c(nc[nH]c5=O)NC4OC2)CC(C24CCCC2CCC2C5CCCCC5CCC24)CC3O1,0
O=C1c2cc3cc4nc(cc5[nH]c(cc6nc(c(c2[nH]3)C1c1ncnc2[nH]cnc12)CC6)cc5C1CCC2OC2C1)C=C4,0
O=C(Nc1ccccc1)Nc1ccc(-c2cc3cc4nc(cc5cc6c([nH]5)c(c5nc(cc2[nH]3)CC5)CC6=O)C(c2ccc3c(c2)C(=O)NC3=O)C4)cc1,0
CC#CC1CCC(C2CC3OCC2OC2CCC(CO2)OC2CCC(CO2)OC2CCC(CO2)OC2CCC(CO2)OC2CCC(CO2)O3)=CO1,0
O=CNCc1ccn(C2C(=O)OC3C4=CCCC4CCCC32)c(=O)c1,0
O=C1C=CC(=CC2CCC(c3ncnc4nc[nH]c34)OC2)N1,0
CC(C)(C)c1ccc2cc(-c3cc4cc(c3)Cc3cccc(c3)Cc3cccc(c3)Cc3cccc(c3)Cc3cccc(c3)Cc3cccc(c3)Cc3cccc(c3)Cc3cccc(c3)C4)sc2c1,0
C=C1CC(C=C2C(=O)Nc3ccccc32)C(n2cccn2)CC1=C,6.084489346
O=CNS(=O)(=O)C1OC2CCC1OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CC(C3CNC3)C(CO1)OC1CCC(CO1)OC1CCC(CO1)O2,0
CC(C)C1CC(C2Cc3cc4cc5c([nH]4)c(c4nc(cc6ccc(cc2n3)[nH]6)CC4)CC5=O)CO1,0
O=C1c2cc3c(cc2C(=O)c2c1cccc2C12CCCC1C(c1ncno1)CC1C4CCCCC4CCC12)CCCC3,0
CC(N)c1cc(-c2ccc3c(=O)ccoc3c2)cc2c1CC1CC3CC=CC(=O)C3C=C1C2=O,0
C=C1CCC(=C)C(C2C3OCC(OC4CCC(CO4)OC4CCC(CO4)OC4CCC(CO4)OC4CCC(CO4)OC4CCC(CO4)OC4CCC(CO4)O3)C2c2cc3cncnc3[nH]2)C1,0
O=C1NC(c2ncnc3ccccc23)CC1C1=CCC=CN1,0
C/C=C(\C)C1c2ccccc2C(=O)C2=CC3(S(N)(=O)=O)C(=O)C=CCC3CC21,0
CC(O)C1CCC(=O)C=C1c1cccc2[nH]cnc12,6.45096302
C1=C2C=C3CC(C4CNCCC4c4ccc[nH]4)=C4C=c5ccc6n5[Fe]5(N2C(=Cc2ccc(n25)C=6)C1)N34,0
C1=C2CCCCC2C2CCC3C(c4nc5[nH]ccc5cc4-c4nnco4)CCC3C2C1,0
C1=C2CCCCC2C2CCC3(c4sc[nH+]c4-n4ccc5ncncc54)CCCC3C2C1,0
O=C1CCC(c2ccno2)C=C1C1CSCN1,0
N#CCc1ccc2c(c1)CCC1C2CCC2([n+]3c[nH]c4nc[nH]c(=O)c43)CCCC12,0
CC(=O)NCC1COC2COP(=O)(C3C4=CCCC3CC3C(CCC5OCC53)C(=O)C4)OC12,0
O=C1Cc2c3nc(cc4cc(C56CC7CC(C5)CC(c5ncnc8[nH]ccc58)(C7)C6)c(cc5nc(cc6cc1c2[nH]6)C=C5)[nH]4)CC3,0
O=c1nc[nH]c2c1ncn2-c1ncc2c(-n3ncc4cncnc43)c[nH]c2n1,7.391755581
C[NH2+]c1cccc(NC(=O)Nc2cccc(-c3ncno3)c2)c1,0
c1cc2c(c(-c3nnc(-c4cnc[nH]4)o3)c1)OCO2,8.458166122
O=C1c2cc3c(cc2C(=O)c2c1cccc2P(O)(O)=S)CCC(C12CCC=C(CC(=O)C4CCC5OCC5C4C1)C2)C3,0
C=C1C=CC(c2cc3cc(C4CC=CCC4)ccc3o2)=N1,0
O=c1ncccn1-c1coc2cccc(-c3n[nH]c4ccccc34)c12,6.52570343
CC(C)(O)C1=CC=NC1=CC=C1C=CC(=O)N1,0
O=Cc1ccc2[nH]c(-c3cccc[nH+]3)nc(=O)c2c1,0
O=C1NCC=C1c1nc2cccc(-c3c[nH]c4ncncc34)c2s1,6.37237978
C[NH+](C)N=Nn1ccc2cncnc21,0
[NH3+]CC1=CCC(c2ncnc3nc[nH]c23)=CN1,0
O=C1C=C(c2cnc3c(=O)nc[nH]c3n2)CN1C1CCCc2ccccc21,0
O=c1[nH]c2c(c(=O)[nH]1)N(c1c[nH]c3c(-c4nc5ccccc5s4)cccc13)c1ccccc1N2,0
NC=NC=[SH]C1=CCCCO1,0
N=NCNC(=O)NCc1ccc2[nH]ncc2c1,0
O=CNNc1ccc2cc(-c3cccnc3)ccc2n1,0
C=C1CCCCC1c1ncsc1I,7.452169895
c1ccc2c(-n3cnc(C4CCCN4)n3)n[nH]c2c1,7.875009298
O=C1CC2CCC1C2N1CCN(c2cc3cc4nc(cc5ccc(cc6nc(cc2[nH]3)C=C6)[nH]5)C=C4)CC1,0
O=C1C=C(C2CCCC(c3cn[nH]c3)O2)C(=O)c2ccccc21,5.924456596
O=C1NCC(c2cccc3c(=O)ccoc23)C1N1CC=Nc2c1nc[nH]c2=O,0
C1=CC(C2C=COCC2)C(c2cnn3cccnc23)CC1,0
O=C1C=C(C2CCC3(c4[nH+]ccs4)C(=CCC4C5CCCC5CCC43)C2)CN1,0
CCC1CCCC2OC12N1CCNc2nc[nH]c(=O)c21,0
O=C1CCCC(c2nncs2)OC(=O)CCCCC(C2C=CCCC2)CC1,0
C=C1CC(C(C)C)CCC1=Cc1ccnc2ccccc12,7.198797226
NNC(=O)C1C=CC(=O)C2C=C3C(=O)c4ccccc4C(c4ccoc4)C3CC21,0
c1cc2cc(c1)Cc1cccc(c1)Cc1cccc(c1)Cc1cccc(c1)Cc1cc(cc(-n3cncc3-c3cnn4cccnc34)c1)Cc1cccc(c1)Cc1cccc(c1)Cc1cccc(c1)C2,0
O=C1C=C2CCC3C(CCC4(c5nc6ccccc6c(=O)[nH]5)C(c5nc(=O)c6nc[nH]c6[nH]5)CCC34)C2CC1,0
NS(=O)(=O)C1CC2COC1OC1CCC(OC1)OC1COC(OC3CCC(OC3)OC3CCC(OC3)OC3CCC(OC3)OC3CCC(OC3)O2)C(C2CC=CC(=O)C2)C1,0
O=C1Cc2c3nc(cc4ccc(cc5nc(cc6[nH]c2c1c6C12CCCC1CC(C1=CC6Nc7c(nc[nH]c7=O)NC6OC1)C1C6CCCCC6CCC12)CC5)[nH]4)CC3,0
O=C1C=CC(C(=O)NO)C(C2CCCC(=O)C2)C1,0
c1ccc2cc(-c3cc(C4OC5CCC4OC4CCC(CO4)OC4CCC(CO4)OC4CCC(CO4)OC4CCC(CO4)OC4CCC(CO4)O5)cc4cccnc34)ccc2c1,0
O=C1Cc2c3nc(cc4ccc(cc5nc(cc6[nH]c2c1c6C1C=C2C=C6CC=C7C=c8ccc9n8[Fe]8(N76)N2C1=Cc1c(-c2nc(=O)c6ccccc6[nH]2)cc(n18)C=9)C=C5)[nH]4)CC3,0
O=C1Cc2c3nc(cc4ccc(cc5nc(cc6cc1c2[nH]6)CC5C1CC2C5CCCCC5CCC2C2CCCC12)[nH]4)C(c1cccc[nH+]1)C3,0
C=C1NC(=O)C=C1C1C2CCC=C(CC(=O)C3CCC4OCC4C31)C2C1CCC2C(=C)CCCC21,0
CC(C)C1Cc2cc3ccc(cc4nc(c5c6[nH]c(cc1n2)cc6C(=O)C5c1ccnc2ccnn12)CC4)[nH]3,0
O=C1CC2C(O1)C1=CC(C3Cc4cc5ccc(cc6nc(cc7cc8c([nH]7)c(c3n4)CC8=O)CC6)[nH]5)CC1CCC2n1c[nH+]c2c(=O)[nH]cnc21,0
c1cc2nc(C3CCNC(C4CNCS4)C3)ccn2n1,0
O=C1NCCC1c1c[nH]c2nc(-c3cc[nH]n3)ncc12,6.807114601
CC(O)C1CNC(c2cn[nH]c2)CN1,6.370126724
NNC(=O)C1CCC2C1CCC1C3CCCCC3C(C(O)O)CC21,0
c1ccc2c(c1)CC(C1CCC3C4CCc5ccccc5C4CCC13c1ncc3cc[nH]c3n1)C2,0
N=C(c1cnc2ccccc2n1)c1c[nH]c2ccccc12,0
CS(=O)(=O)n1c(-c2ncnc3[nH]cnc23)cccc1=O,0
O=C1CC(C2=CCCCO2)C(=Cc2c[nH]c3cncnc23)N1,0
O=C1CCC2(O1)C1=Cc3ccc4n3[Fe]35N1C(=Cc1ccc(n13)C=c1cc(C3CC6O[PH](=O)OCC7OCCC7O[PH](=O)OCC6O3)c(n15)=C4)C2C(=O)O,0
O=[PH](S)n1cnc(-c2cnoc2)c1,0
OC=CC1=C(C2Oc3ccccc3O2)CC=CN1,0
Pn1cnc([Mo]2O[Mo]O[Mo]O[Mo]O[Mo]O2)n1,0
C=Nc1cc([Hg])cc2occc12,0
O=c1ccoc2c(-c3ncnc4c3cnn4-c3c[nH]c4cncnc34)cccc12,6.156712532
FC(F)(F)c1nn[nH]c1-c1cnon1,7.043610096
C=C1C=C(C2CC(=C)C([O-])CC2=C)C=N1,0
S=Cn1cnnc1-c1c[nH]cn1,0
O=c1[nH]c2cc(C3=COCCC3)ccc2n(Cl)c1=O,0
O=c1nc[nH]c2nc(-c3ccc(-c4c[nH]c5ncccc45)c4c(=O)ccoc34)cnc12,0
C[N+](C)(C)c1cc(=O)oc2cc(C3=CCCCC3)ccc12,0
C[NH2+]c1ccc2c(c1[NH+](C)C)C(=O)NC2=O,0
[N-]=[N+]=Nc1ccc2scc(N3CCOCC3)c2c1,7.590460777
CNc1ncnc(C2CNC2)n1,6.919130325
c1cnc2c(-c3ccncn3)cc(C3CCCOC3)cc2c1,7.564947128
N=Nc1nncn1P1(=O)OCC2OCCC2O1,0
C=C1C=C(c2nc(=O)c3nc[nH]c3[nH]2)C(c2cncnc2)=N1,0
O=c1nc2[nH]c3cc(-c4ccc5c(c4)N(c4ccc6c(c4)CCCC6)c4[nH]c(=O)[nH]c(=O)c4N5)ccc3nc-2c(=O)[nH]1,0
O=c1[nH]c2ccc(-c3cccc4cccc(C5CCc6ccccc65)c34)cc2[nH]c1=O,7.328960419
O=c1nc2[nH]c3cc(-c4ccc[nH]c4=O)cc(-c4ncco4)c3nc-2c(=O)[nH]1,6.815494061
N=NC1CC(C2CCc3ccccc32)C=CO1,0
O=c1nc(P(=O)([O-])O)[nH]c2[nH]c(C3CC4C5CCCCC5CCC4C4CCCC34)nc12,0
O=c1[nH]c2c(c(=O)[nH]1)N(C1C=COCC1)c1ccc(-c3ccc4nc[nH]c(=O)c4c3)cc1N2,0
O=c1nc2[nH]c3ccc(C4C=C5CCCCC5C5CCC6CCCC6C45)c(C=CO)c3nc-2c(=O)[nH]1,0
O=C1C2=C(c3c[nH]nn3)C3C(=O)C=CCC3CC2C(Br)c2ccccc21,0
O=C1CC2=CCCC(CC3C4COC4CCC13I)C2c1c[nH]c2cncnc12,0
CCC1Cc2nc1cc1ccc(cc3nc(cc4cc5c([nH]4)c2CC5=O)C=C3c2ccc3[nH]ncc3c2)[nH]1,0
C=C1CCC2C1CCC1C3CCCC(C=C4CCCC5CCCC45)C3CCC21C1C=CC2Nc3c(nc[nH]c3=O)NC2O1,0
N=CC1=C2C=C3CC=C4C=c5ccc6n5[Fe]5(N43)N2C(=Cc2ccc(n25)C=6)C1c1cnc2ccccc2n1,0
C=C1CCCC(c2cc(CCl)c3nc4c(=O)[nH]c(=O)nc-4[nH]c3c2)C1=C,0
O=C1NCc2ccc(-c3cc4cc5nc(cc6cc7c([nH]6)c(c6nc(cc3[nH]4)CC6)CC7=O)C(C3CCC4C(=CCC6C7CCCC7CCC46)C3)=C5)cc21,0
O=c1cc(C2CCC=C(C3CC=COC3)O2)c2ccccc2o1,0
N#CC=CC12CCCC(C3=CC(=O)OC3)C1O2,0
CC(C)=CCNC(=O)NC1CCCCO1,0
C=C1NC(=O)C=C1C1C=CC(=O)C2(n3cnc4ccccc43)C=C3C(=O)c4ccccc4CC3CC12,0
N#CCC1Cc2cc3ccc(cc4nc(cc5[nH]c6c(c1n2)CC(=O)c6c5C1COC2OCCC21)CC4)[nH]3,0
O=C1CC2=C(C(O)O)CCC(CC3C1CCC1OCC13)C2c1nc2[nH]c[nH+]c2c(=O)[nH]1,0
O=C([O-])c1c(C2CSCN2)c2n3c1=CC1=CCC4=CC5=CCC6=Cc7ccc(n7[Fe]3(N14)N56)C=2,0
CC(C)(C)c1nc2c(c(=O)[nH]1)N(C1=CCCCO1)CCN2,0
O=C1C=CC(c2ncccn2)N1c1cc2n3c1C=c1ccc4n1[Fe]31N3C(=CCC3=CC3=CCC(=C2)N31)C=4,0
NC(=[NH2+])C1(C2=C3C=c4ccc5n4[Fe]46N7C(=CCC7=Cc7ccc(n74)C=5)C=C(C2)N36)CCNCC1,0
C=C1C=CC(C2CC3CCCCC3C3CCC4C(CCC4n4ncc5ccccc54)C23)=N1,0
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1(c2ccc(C4CCCCC4)[nH]2)CCCC3O1,0
C=c1cc2n3c1=Cc1ccc4n1[Fe]31n3c(c(-c5csc[nH+]5)c(=CC5C=CC(=O)O5)c3=C2)C=c2ccc(n21)=C4,0
C1=C2CCCCC2C2CCC3(C4NCCC4c4ccc5c(c4)OCO5)CCCC3C2C1,0
N#CC=CC1CC2OCC1OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CC(c3ccc(=O)[nH]c3)C(CO1)OC1CCC(CO1)OC1CCC(CO1)O2,0
c1c[nH]c(C2CCN(C3CCCCO3)C2)c1,0
O=S(=O)(O)c1ccc2ncsc2c1-c1c[nH]c2ccccc12,7.11027956
O=C1Cc2c3nc(cc4ccc(cc5nc(cc6cc1c2[nH]6)C=C5c1cc2c(=O)ccoc2cc1C1CC2CCCCC2C2CCC5CCCC5C12)[nH]4)CC3,0
CCNC(=O)NCc1ccc(=O)[nH]c1,8.694205284
C=C(O)n1ccc2ccc(NC)cc21,0
O=c1ncc(-c2ccc3cccnc3c2)c(-c2cnon2)[nH]1,0
c1ccc(-c2oncc2-c2cnn3cccnc23)[nH+]c1,0
Nc1cc(CBr)cs1,8.034434795
CC(=O)NCCNC(=O)P1(=O)OCC2OCCC2O1,0
O=PC1CSCN1c1cccc(=O)[nH]1,0
O=[PH](O)n1ncc2cnc(P(=O)([O-])[O-])nc21,0
O=c1[nH]ccc(-c2ccc3cc[nH]c3n2)c1-c1nc2ccccc2c(=O)[nH]1,7.493229866
N=C(N)C=C(O)c1nc2cncnc2[nH]1,6.686259747
O=C1c2ccccc2C(=O)c2c1cccc2-c1[nH]ncc1C=NO,7.023027897
CC(C)(C)c1cc(NC(=O)Nc2ccccc2)ccc1P(O)(O)=S,0
C[N+](C)(C)C1CC(=Cc2ccc[nH]2)NC1=O,0
O=c1[nH]cnc2c1NC1C=CC(c3ncnc4ncc(-c5ccon5)nc34)OC1N2,0
O=c1[nH]cnc2c1N=C(c1cc(-c3[nH+]ccs3)cc3c(=O)nc[nH]c13)CN2,0
O=C1CC2=CCCC(C2)CC2C3COC3CC(c3cc4cnc(-c5ncnc6[nH]ncc56)nc4[nH]3)C12,0
O=C1Cc2c3nc(cc4ccc(cc5nc(cc6cc1c2[nH]6)C=C5c1csc[nH+]1)[nH]4)C(C12CCCC1C1CCc4ccccc4C1CC2)C3,0
C=C1CCC(=C)C(C2CCCC(=CC3=Cc4cc5ccc(cc6nc(c7c8[nH]c(cc3n4)cc8C(=O)C7)CC6)[nH]5)C2)C1,0
O=C1C2=C(C=C(O)N3c4ccccc4Nc4c3[nH]c(=O)[nH]c4=O)C3C(=O)C=CCC3CC2Cc2ccccc21,0
O=C(Nc1nc2c(c(=O)[nH]1)NCCN2)NS(=O)(=O)c1nc2[nH]cnc2c(=O)[nH]1,6.318441391
O=C(N[SH](=O)=O)c1ncc([PH](=O)S)[nH]1,0
O=c1nc2[nH]c3ccc(C4CCCOC4C=C4CCCC5CCCC45)cc3nc-2c(=O)[nH]1,0
O=c1[nH]c2ccc(-c3ccc4c(C5C=C6C=C7CC=C8C=c9ccc%10n9[Fe]9(N87)N6C5=Cc5ccc(n59)C=%10)ccnc4c3)cc2[nH]1,0
C=C1NC(=O)CC1C1C=C(c2cccc3cccnc23)C2Nc3c(nc[nH]c3=O)NC2O1,0
C=C1C=CC(C2C(=O)c3cc4cc5nc(cc6ccc(cc7nc(c2c3[nH]4)CC7)[nH]6)CC5S(=O)(=O)[O-])=N1,0
O=c1[nH]cnc2c1NC1C=C(c3c[nH+]cs3)C(c3cnn4cccnc34)OC1N2,0
O=C(Nc1ccc(N2Cc3ccccc3C2=O)cc1)Nc1cccc(C=C2CCC3C2CCC2C4CCCCC4CCC32)c1,0
O=c1[nH]cnc2c1NC1C=CC(c3cc(-n4cnc5cncnc54)nc4ccccc34)OC1N2,0
C=C1CC(c2cc3n4c2C=c2c(=C)cc5n2[Fe]42n4c(cc(=Cc6cc[nH]n6)c4=C5)C=c4ccc(n42)=C3)C(=O)N1,0
c1cnc2ccc(C3CC4COC3OC3CCC(OC3)OC3CCC(OC3)OC3COC(OC5CCC(OC5)OC5CCC(OC5)OC5CCC(OC5)O4)C(c4ccc5cc[nH]c5c4)C3)cc2c1,0
CC(N)C1CCCc2c1cc1c(c2F)C(=O)c2ccccc2C1=O,0
O=C1Cc2c3nc(cc4ccc(cc5nc(cc6[nH]c2c1c6C1=CCCCC1)C=C5)[nH]4)C(C=S)C3,0
N#CC1CCC2OC1n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4C=N,0
C1=CC(=CC2COC(c3ncc4nccnc4n3)C2)N=C1,0
O=C1CC2=CCCC(c3c[nH]c4ncccc34)(CC3C1CCC1OCC13)C2c1nc2[nH]c[nH+]c2c(=O)[nH]1,0
OC=CC1COCC1c1ccn[nH]1,0
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1(c2ccc(-c4cc(=O)[nH]cn4)c4ncsc24)CCCC3O1,0
O=C1CC2=C(c3nnco3)CCC(CC3C1CCC1OCC13)C2c1cncc2ccccc12,0
O=c1[nH]cnc2[nH]cc(C3CCC3C3CCC4C(=CCC5C6CCCC6CCC45)C3)c12,0
COC1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC(c2n[nH]c4ncncc24)C3O1,0
[NH3+]CC12CCCCC1C(C1CCCN1)CC1C3CCCC3CCC12,0
C=C1CCCC2(c3cccc4c3OC(N3CCOCC3)O4)CCCC12,0
CS(=O)(=O)P1(=O)OCC2OC(C3Cc4ccccc4C3)CC2O[PH](=O)OCC2OCCC2O1,0
CC(=O)NCC1CCCC2OC12C1=C2C=C3CC=C4C=c5ccc6n5[Fe]5(N43)N2C(=Cc2ccc(n25)C=6)C1,0
O=C1C2=CC3C(=O)C=CCC3CC2C(CNc2ncc3cn[nH]c3n2)c2ccccc21,0
O=C1CCC2(O1)C1=Cc3ccc4n3[Fe]35N1C(=Cc1ccc(n13)C=c1ccc(n15)=C4)C2C1CCCc2ccc(CO)cc21,0
c1ccc2c(-c3nonc3-c3c[nH+]cs3)csc2c1,0
C1=C2C=C3CC(C4CC5COC4OC4CCC(OC4)OC4CCC(OC4)OC4CCC(OC4)OC4CCC(OC4)OC4CCC(OC4)OC4CCC(OC4)O5)=C4C=c5c(-c6cnc7ccccc7n6)cc6n5[Fe]5(N2C(=Cc2ccc(n25)C=6)C1)N34,0
CN(C)c1cc2ccc(-c3cc4cc5nc(cc6cc7c([nH]6)c(c6nc(cc3[nH]4)CC6)CC7=O)CC5)cc2[nH]1,0
Brc1csc(-c2nnco2)n1,8.099406242
c1ccc(CSc2ccc3[nH]cnc3c2)[nH+]c1,0
O=[N+]([O-])c1nnnn1F,0
O=CNOC1C2O[PH](=O)OCC2OC1n1cnc2cncnc21,0
Oc1ccc2cccnc2c1-c1ccc2ncccc2c1,8.741683006
O=C1C=CC(n2ccc3cccc(-n4c5nc(=O)[nH]c(=O)c-5nc5ccccc54)c32)CC1,5.392910004
CC(=O)Nc1c[nH]c2nc(-c3ccon3)[nH]c(=O)c12,5.467409134
O=c1[nH]cnc2cc(-c3ccc4cccnc4c3)cc(I)c12,6.898862839
CC(=O)NC1CNc2nc(-c3cccc[nH+]3)[nH]c(=O)c2N1,0
O=[SH]C1OC1c1cnn2cccnc12,0
C=C1C(=O)Nc2ccc(-c3cnc4[nH]c(C5=Cc6cc7ccc(cc8nc(cc9ccc(cc5n6)[nH]9)C=C8)[nH]7)cc4c3)cc21,0
C=Cc1c[nH]c(=O)cc1C(C)C,7.641502619
CC(NC=O)C1CCN(n2ccc3cncnc32)C1,0
O=C1CCCN1C1CN(c2ncnc3[nH]ncc23)CCN1,0
c1coc(C2CN(C3CCCc4ccccc43)CCN2)c1,7.801179171
O=c1[nH]c2c(c(=O)[nH]1)Nc1ccc(-c3ccc4[nH]c(=O)c(=O)[nH]c4c3)cc1N2CCl,0
NS(=O)(=O)N1Cc2ccccc2C(c2ccc(NC(=O)Nc3ccccc3)cc2)C1,6.909645081
O=C1NCCC1c1c[nH]c2nc(-c3ccccc3)ncc12,7.433751583
O=C1CC(n2ccc3cncnc32)C(=Cc2ccc3[nH]cnc3c2)N1,0
C=C1CC(c2ccc3nc[nH]c3c2)C(=C)CC1c1ccc(NC(=O)Nc2ccccc2)cc1,6.448299408
O=c1[nH]cnc2c1N=C(C1CCCOC1P1(=O)OCC3OCCC3O1)CN2,0
[N-]=[N+]=NNNC(=O)C1C=C2C=c3ccc4n3[Fe]35N6C(=CCC6=Cc6ccc(n63)C=4)C=C1N25,0
O=C1C=CC(C2C3=CC(c4cc5n6c4C=C4CC=C7C=C8CC=C9C=c%10ccc(n%10[Fe]6(N98)N74)=C5)CC2CC2C(CCC4OCC42)C(=O)C3)O1,0
O=c1[nH]cnc2ccc(-c3cc4n5c3C=C3CC=C6C=C7C([n+]8c[nH]c9nc[nH]c(=O)c98)C=C8C=c9ccc(n9[Fe]5(N63)N87)=C4)cc12,0
O=[PH]1OCC2OC(C3CCC3N3CCc4ccccc4C3)CC2O1,0
O=C1Cc2c3nc(cc4ccc(cc5nc(cc6[nH]c2c1c6C1CNc2nc[nH]c(=O)c2N1)C=C5)[nH]4)C(C1C(=O)c2cc4cc5nc(cc6ccc(cc7nc(c1c2[nH]4)CC7)[nH]6)C=C5)C3,0
NC(=O)NS(=O)(=O)c1cn(C=NO)c2nc[nH]c(=O)c12,0
O=c1[nH]cnc2c1NC(c1cc[nH+]c(C34CCCC3C3CC=C5CCCCC5C3CC4)c1)CN2,0
O=C1C2CCC3OCC3C2CC2CCC=C(C2)C1C1C(c2cnccn2)OC2CO[PH](=O)OC21,0
CC(=O)Nn1nc(C2C3CCC2C(=O)C3)c2cncnc21,0
O=C1c2ccccc2C(=O)c2c1cccc2C12CCCC1C1CC=C3CC(c4cnoc4)CCC3C1CC2,0
O=C1C2=CC3C(=O)C=CCC3CC2C(c2cc[nH]c(=O)n2)(C2CCC3OC2n2c4ccccc4c4c5c(c6c7ccccc7n3c6c42)C(=O)NC5)c2ccccc21,0
O=C1C=CC(c2cc(N3c4ccccc4Nc4c3[nH]c(=O)[nH]c4=O)cc(=O)[nH]2)CC1,0
O=C1Cc2c3nc(cc4cc(-c5nnc(-c6n[nH]c7ccccc67)[nH]5)c(cc5nc(cc6cc1c2[nH]6)CC5)[nH]4)CC3,0
N#CCC1Cc2cc3ccc(cc4nc(cc5cc6c([nH]5)c(c1n2)C(c1nccc2ccccc12)C6=O)CC4)[nH]3,0
C=NC1=CC(=O)NC1C1CCCO1,0
O=C1c2cc(-c3cccc4c3C(=O)C3=CC5C(=O)C=CCC5CC3C4)ccc2C(=O)c2c1cccc2-c1ncc[nH]1,0
O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1OC3CCC1C1C=C2CC(C1)CC1C(CCC3OCC31)C(=O)C2C=C1CCCCC1,0
O=C1Cc2c3nc(cc4cc(-c5ncc6c(-c7[nH+]ccs7)cccc6n5)c(cc5nc(cc6cc1c2[nH]6)CC5)[nH]4)CC3,0
NC(=O)NCC1CC2OC(C1)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4C12CCCC1C1CCC3CCCCC3C1CC2,0
FC(F)(F)C1CCOCC1c1ccno1,6.596357822
C1=C(C2C=C3C=c4ccc5n4[Fe]46N7C(=CCC7=Cc7cc(-c8ncnc9nc[nH]c89)c(n74)C=5)C=C2N36)CCCO1,0
O=CC1CCC(=O)CCCCOC(=O)CC(N2CCNCCNCCNCC2)CC1,3.77239275
O=[PH](S)n1cc(P(O)(O)=S)c2ncncc21,0
CC1=Cc2cc3ccc(cc4nc(c5c6[nH]c(cc1n2)c(C1CC2OCC1OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)O2)c6C(=O)C5)CC4)[nH]3,0
C=C1CC(CNC(=O)NC(=O)NC)C(=O)N1,0
C[SH+]C1OC2CCC1OC1CCC(CO1)OC1CCC(CO1)OC1CCC(CO1)OC1OCC(CC1N1CCNCC1)OC1CCC(CO1)O2,0
O=c1ccc2cc(-c3ccc4ccc(-c5ccon5)cc4n3)ccc2o1,7.207029343
O=CNNc1cccc(C2CC3O[PH](=O)OCC3O2)c1,0
NC(=O)NS(=O)(=O)CNC(=O)P(O)(O)=S,0
O=c1ccc2ccc(-c3c(-c4ccc5ncccc5c4)oc4ccccc4c3=O)cc2o1,7.411524057
O=C(NO)c1cccc2ccc(-c3ccc4c(=O)ccoc4c3)cc12,7.038455486
O=c1[nH]cc(-c2coc3ccc(-n4cncn4)cc3c2=O)c(=O)[nH]1,7.334071636
NS(=O)(=O)[n+]1c[nH]c2nc(-n3cncn3)[nH]c(=O)c21,0
c1ccc(-c2c[nH]c3ncc(-c4cnn5cccnc45)cc23)cc1,7.975523949
CC=Cc1ccc2cccc(-c3nc4cncnc4[nH]3)c2c1,6.455560684
O=c1[nH]c(-c2ccc3ccoc3c2)nc2c1N=C(c1nc[nH]n1)CN2,6.325111389
